relationship_id,component_id_a,component_name_a,component_id_b,component_name_b,relationship_group,relationship_class,relationship_subclass,mechanism,directionality,evidence_status,evidence_type,evidence_level,recommendation,confidence_level,requires_context
REL_278a728612f5fe,COMP_0987F386BB65,Carnitine,COMP_BB2F708BF799,Potassium,INTERACCION_VALIDADA,ANULACION,interferencia_excrecion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,evitar_combinacion_o_validar_indicacion,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_6fba324d261151,COMP_5F327BEAED33,psyllium,COMP_D022F9B54612,potassium phosphate,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,eventos_adversos,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_84bc92cd75589a,COMP_0987F386BB65,Carnitine,COMP_083D6A6B4B99,Piroxicam,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_31fbff40e0bc2c,COMP_083D6A6B4B99,Piroxicam,COMP_E897495403E2,Vardenafil,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,metabolismo,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_5accb0161f00b0,COMP_F3C5987AA984,eicosapentaenoic acid,COMP_19D9B817C2B7,Terazosin,INTERACCION_VALIDADA,INEFICAZ,reduce_eficacia_terapeutica,reduccion_eficacia,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_eficacia,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_762c21e2439ce8,COMP_083D6A6B4B99,Piroxicam,COMP_BB2F708BF799,Potassium,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,hiperpotasemia,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,evitar_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_e8e7edb6c15491,COMP_19D9B817C2B7,Terazosin,COMP_E897495403E2,Vardenafil,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,hipotension,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,evitar_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_eba5f8a527b600,COMP_430EB7DE720D,inositol,COMP_083D6A6B4B99,Piroxicam,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_4606459d8c74f9,COMP_63F6F6FCAA5F,Doxylamine,COMP_5F327BEAED33,psyllium,INTERACCION_VALIDADA,INEFICAZ,reduce_eficacia_terapeutica,reduccion_eficacia,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for one component,monitorear_eficacia,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_7d1b6a3633a967,COMP_03A904101DD4,Black Cohosh,COMP_E897495403E2,Vardenafil,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,metabolismo,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_401e68c64a99b0,COMP_F3C5987AA984,eicosapentaenoic acid,COMP_09C95935BD2C,sodium citrate,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,sangrado_coagulacion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,evitar_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_c56eca8736e787,COMP_63F6F6FCAA5F,Doxylamine,COMP_77DD0D7D086D,L-Tryptophan,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,depresion_snc,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for one component,evitar_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_ca76ffeee53c58,COMP_CE4756376C75,glycerin,COMP_D16D281DE414,magnesium oxide,INTERACCION_VALIDADA,INEFICAZ,reduce_eficacia_terapeutica,reduccion_eficacia,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_eficacia,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_7ef231c3ab439c,COMP_9C8556B6BD0A,soybean oil,COMP_09C95935BD2C,sodium citrate,INTERACCION_VALIDADA,INEFICAZ,reduce_eficacia_terapeutica,reduccion_eficacia,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_eficacia,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_945b02b74def8c,COMP_9FA62B7E567C,citrulline,COMP_083D6A6B4B99,Piroxicam,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_fbbfb2e935d16b,COMP_D16D281DE414,magnesium oxide,COMP_2A5E005F2DD6,Psyllium husk,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,eventos_adversos,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_290c1238e709d0,COMP_0987F386BB65,Carnitine,COMP_09C95935BD2C,sodium citrate,INTERACCION_VALIDADA,INEFICAZ,reduce_eficacia_terapeutica,reduccion_eficacia,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_eficacia,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_74bae52a6ae874,COMP_083D6A6B4B99,Piroxicam,COMP_19D9B817C2B7,Terazosin,INTERACCION_VALIDADA,INEFICAZ,reduce_eficacia_terapeutica,reduccion_eficacia,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_eficacia,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_473fa09cebf63d,COMP_F3C5987AA984,eicosapentaenoic acid,COMP_F64AC3CDE665,Chlorzoxazone,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_2dc9948832c995,COMP_D16D281DE414,magnesium oxide,COMP_927588D27E64,dexpanthenol,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,concentracion_serica,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_9c577a9c2be106,COMP_F3C5987AA984,eicosapentaenoic acid,COMP_87830EC94B25,potassium bicarbonate,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,hiperpotasemia,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,evitar_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_cafaa4f2ae4e4a,COMP_395A0FE48E1B,5-HTP,COMP_F64AC3CDE665,Chlorzoxazone,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,otro,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_678f3cc846c08b,COMP_0987F386BB65,Carnitine,COMP_F64AC3CDE665,Chlorzoxazone,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_3b9cc7b0539cab,COMP_EF944BAE2602,magnesium hydroxide,COMP_D16D281DE414,magnesium oxide,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,otro,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_9fca55df5f2960,COMP_083D6A6B4B99,Piroxicam,COMP_09C95935BD2C,sodium citrate,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,sangrado_coagulacion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,evitar_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_6341511ed8a7be,COMP_F3C5987AA984,eicosapentaenoic acid,COMP_EF944BAE2602,magnesium hydroxide,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_2d482e722eaac6,COMP_CE4756376C75,glycerin,COMP_BB2F708BF799,Potassium,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,otro,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_a2c90325061dd3,COMP_D16D281DE414,magnesium oxide,COMP_D022F9B54612,potassium phosphate,INTERACCION_VALIDADA,INEFICAZ,reduce_absorcion,absorcion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,separar_dosis_o_monitorear_eficacia,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_f4b1f1135bb45f,COMP_3B7058496041,L-Phenylalanine,COMP_09C95935BD2C,sodium citrate,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,sangrado_coagulacion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,evitar_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_e4fcdd1461a6b2,COMP_F3C5987AA984,eicosapentaenoic acid,COMP_D022F9B54612,potassium phosphate,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,hiperpotasemia,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,evitar_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_bfb7315b529aec,COMP_0987F386BB65,Carnitine,COMP_927588D27E64,dexpanthenol,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_d8831d39327087,COMP_0987F386BB65,Carnitine,COMP_87830EC94B25,potassium bicarbonate,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_5cd13ee168d711,COMP_4289B9E4461E,rutin,COMP_E897495403E2,Vardenafil,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,metabolismo,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_2054be3b418f10,COMP_F64AC3CDE665,Chlorzoxazone,COMP_430EB7DE720D,inositol,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_1bd5dfef0f1024,COMP_F3C5987AA984,eicosapentaenoic acid,COMP_2AC11FDDB0D2,potassium hydroxide,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,hiperpotasemia,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,evitar_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_3f89c00c63cd4a,COMP_0987F386BB65,Carnitine,COMP_EF944BAE2602,magnesium hydroxide,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_db64d437e2bccd,COMP_BB2F708BF799,Potassium,COMP_2A5E005F2DD6,Psyllium husk,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,otro,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_c189680e9246be,COMP_F64AC3CDE665,Chlorzoxazone,COMP_BB2F708BF799,Potassium,INTERACCION_VALIDADA,ANULACION,interferencia_excrecion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,evitar_combinacion_o_validar_indicacion,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_d1f935c89f5786,COMP_F64AC3CDE665,Chlorzoxazone,COMP_083D6A6B4B99,Piroxicam,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_5c05ef29055fcd,COMP_F3C5987AA984,eicosapentaenoic acid,COMP_6205613132FA,chondroitin sulfates,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_0b55d870b4b591,COMP_63F6F6FCAA5F,Doxylamine,COMP_D16D281DE414,magnesium oxide,INTERACCION_VALIDADA,INEFICAZ,reduce_eficacia_terapeutica,reduccion_eficacia,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for one component,monitorear_eficacia,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_3baaa7baca868e,COMP_BB2F708BF799,Potassium,COMP_87830EC94B25,potassium bicarbonate,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,hiperpotasemia,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,evitar_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_8c19da4c5fc9d4,COMP_430EB7DE720D,inositol,COMP_87830EC94B25,potassium bicarbonate,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_98e68af7982f43,COMP_BB2F708BF799,Potassium,COMP_D7EB3863136A,sodium ascorbate,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,otro,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_9609c9452b5636,COMP_A57F027E154F,thioctic acid,COMP_4ABFB4F7511E,ferrous gluconate,INTERACCION_VALIDADA,INEFICAZ,reduce_absorcion,absorcion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,separar_dosis_o_monitorear_eficacia,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_75ec8ff8d8f26d,COMP_F3C5987AA984,eicosapentaenoic acid,COMP_F2F0C67E823A,N-Acetyl Tyrosine,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for one component,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_b4ca1fb91e4c9b,COMP_083D6A6B4B99,Piroxicam,COMP_87830EC94B25,potassium bicarbonate,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,hiperpotasemia,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,evitar_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_f07c0cdd958a17,COMP_430EB7DE720D,inositol,COMP_EF944BAE2602,magnesium hydroxide,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_f63bf548035b0a,COMP_0987F386BB65,Carnitine,COMP_6205613132FA,chondroitin sulfates,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_c271dfdb2281a4,COMP_083D6A6B4B99,Piroxicam,COMP_927588D27E64,dexpanthenol,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_edfb26c318ae96,COMP_EF944BAE2602,magnesium hydroxide,COMP_BB2F708BF799,Potassium,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,otro,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_be11ac3566198f,COMP_395A0FE48E1B,5-HTP,COMP_63F6F6FCAA5F,Doxylamine,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,depresion_snc,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for one component,evitar_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_b030d338fbb687,COMP_63F6F6FCAA5F,Doxylamine,COMP_E897495403E2,Vardenafil,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,prolongacion_qt,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for one component,evitar_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_0e1096e15605a5,COMP_BB2F708BF799,Potassium,COMP_D022F9B54612,potassium phosphate,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,otro,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_5b493b32a51b6f,COMP_EF944BAE2602,magnesium hydroxide,COMP_083D6A6B4B99,Piroxicam,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_65170500b0cdc7,COMP_0987F386BB65,Carnitine,COMP_F2F0C67E823A,N-Acetyl Tyrosine,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for one component,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_5bc959e8a15fa0,COMP_083D6A6B4B99,Piroxicam,COMP_D022F9B54612,potassium phosphate,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,hiperpotasemia,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,evitar_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_5071740894b813,COMP_F64AC3CDE665,Chlorzoxazone,COMP_03A904101DD4,Black Cohosh,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,metabolismo,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_c4a4920aefb696,COMP_083D6A6B4B99,Piroxicam,COMP_2AC11FDDB0D2,potassium hydroxide,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,hiperpotasemia,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,evitar_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_3c091ee4136dd4,COMP_6205613132FA,chondroitin sulfates,COMP_430EB7DE720D,inositol,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_3ddc31c143a3a8,COMP_78F37B4F18A6,fish oils,COMP_083D6A6B4B99,Piroxicam,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,hiperpotasemia,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,evitar_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_9ecc04778a9ef9,COMP_6205613132FA,chondroitin sulfates,COMP_BB2F708BF799,Potassium,INTERACCION_VALIDADA,ANULACION,interferencia_excrecion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,evitar_combinacion_o_validar_indicacion,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_3008db1bb0c0a7,COMP_C6E51226AD1B,betaine,COMP_63F6F6FCAA5F,Doxylamine,INTERACCION_VALIDADA,INEFICAZ,reduce_eficacia_terapeutica,reduccion_eficacia,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for one component,monitorear_eficacia,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_64a9fbf0facc54,COMP_6205613132FA,chondroitin sulfates,COMP_083D6A6B4B99,Piroxicam,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_80ebd8ad3a5ab8,COMP_927588D27E64,dexpanthenol,COMP_617A5FCFE130,calcium citrate,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,eventos_adversos,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_511e100a0660ec,COMP_430EB7DE720D,inositol,COMP_F2F0C67E823A,N-Acetyl Tyrosine,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for one component,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_4bcff05d96bc15,COMP_BB2F708BF799,Potassium,COMP_F2F0C67E823A,N-Acetyl Tyrosine,INTERACCION_VALIDADA,ANULACION,interferencia_excrecion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for one component,evitar_combinacion_o_validar_indicacion,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_204c9e1ef582dd,COMP_083D6A6B4B99,Piroxicam,COMP_F2F0C67E823A,N-Acetyl Tyrosine,INTERACCION_VALIDADA,RIESGOSA,aumenta_concentracion,excrecion,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for one component,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_3ab682aadfd5a3,COMP_CE4756376C75,glycerin,COMP_2A5E005F2DD6,Psyllium husk,INTERACCION_VALIDADA,RIESGOSA,efecto_aditivo_peligroso,eventos_adversos,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,monitorear_o_consultar_profesional,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
REL_d6b995284dd802,COMP_F64AC3CDE665,Chlorzoxazone,COMP_CE4756376C75,glycerin,INTERACCION_VALIDADA,ANULACION,interferencia_metabolica,metabolismo,bidireccional_o_contextual,validada_en_fuentes_estructuradas,direct_structured_interaction,DrugBank interaction + AACT evidence for both components,evitar_combinacion_o_validar_indicacion,media_alta_si_fuente_estructurada_y_componentes_mapeados,true
